TopicID,Parent,Sibling,Title,Description,TranslateTo,Links
tangentChordAngle,inscribedAngle,6,Leņķis starp pieskari un hordu,Leņķis starp pieskari un hordu,,https://problems.ru/view_by_subject_new.php?parent=382
angleBisectorHalvesArc,inscribedAngle,7,Bisektrise dala loku uz pusēm,Bisektrise dala loku uz pusēm,,https://problems.ru/view_by_subject_new.php?parent=386
threeCirclesMeetingAtPoint,inscribedAngle,8,Trīs riņķa līnijas krustojas vienā punktā,Trīs riņķa līnijas krustojas vienā punktā,,https://problems.ru/view_by_subject_new.php?parent=388
otherInscribedAngle,inscribedAngle,9,Citi uzdevumi par ievilktu leņķi,Citi uzdevumi par ievilktu leņķi,,https://problems.ru/view_by_subject_new.php?parent=390
tangentLines,tangentLinesAndClircles,1,Riņķa līnijas pieskares,Riņķa līniju pieskares,,https://problems.ru/view_by_subject_new.php?parent=392
tangentCircles,tangentLinesAndClircles,2,Pieskarošās riņķa līnijas,Pieskarošās riņķa līnijas,,https://problems.ru/view_by_subject_new.php?parent=393
otherTangentLinesAndCircles,tangentLinesAndClircles,3,Citas pieskares taisnes un pieskares riņķa līnijas,Citas pieskares taisnes un pieskares riņķa līnijas,,https://problems.ru/view_by_subject_new.php?parent=394
circleTangentProperties,tangentLines,1,Pieskares īpašības un pazīmes,Pieskares īpašības un pazīmes,,https://problems.ru/view_by_subject_new.php?parent=654
circleInscribedIntoAnAngle,tangentLines,2,Leņķī ievilkta riņķa līnija,"Leņķī ievilkta riņķa līnija, kur leņķa malas ir pieskares",,https://problems.ru/view_by_subject_new.php?parent=644
twoTangentsFromSamePoint,tangentLines,3,Divas pieskares no viena punkta,Divas pieskares no viena punkta,,https://problems.ru/view_by_subject_new.php?parent=395
commonTangentForTwoCircles,tangentLines,4,Divu riņķa līniju kopīgā pieskare,Divu riņķa līniju kopīgā pieskare,,https://problems.ru/view_by_subject_new.php?parent=598
powerOfAPointTheorem,tangentLines,5,Pieskares un sekantes garumu reizinājumi,Pieskares un sekantes garumu reizinājumi,,https://problems.ru/view_by_subject_new.php?parent=396
otherTangentLines,tangentLines,6,Citas riņķa līnijas pieskares,Citas riņķa līnijas pieskares,,https://problems.ru/view_by_subject_new.php?parent=398
diameterProperties,diameterChordSecant,1,Diametra īpašības,Diametra īpašības,,https://problems.ru/view_by_subject_new.php?parent=628
chordSecantSegmentProducts,diameterChordSecant,2,Hordu un sekanšu nogriežņu reizinājumi,Hordu un sekanšu nogriežņu reizinājumi,,https://problems.ru/view_by_subject_new.php?parent=400
otherDiameterChordSecant,diameterChordSecant,3,Citas hordas un sekantes,Citas hordas un sekantes,,https://problems.ru/view_by_subject_new.php?parent=401
parallelograms,quadrilaterals,1,Paralelogrami,Paralelogrami,,https://problems.ru/view_by_subject_new.php?parent=414
trapezoids,quadrilaterals,2,Trapeces,Trapeces,,https://problems.ru/view_by_subject_new.php?parent=415
cyclicQuadrilateral,quadrilaterals,3,Riņķī ievilkti četrstūri,Riņķī ievilkti četrstūri,,https://problems.ru/view_by_subject_new.php?parent=416
tangentialQuadrilateral,quadrilaterals,4,Ap riņķi apvilkti četrstūri,Ap riņķi apvilkti četrstūri,,https://problems.ru/view_by_subject_new.php?parent=972
generalQuadrilateral,quadrilaterals,5,Vispārīgi četrstūri,Vispārīgi četrstūri,,https://problems.ru/view_by_subject_new.php?parent=417
metricRelationsInQuadrilateral,quadrilaterals,6,Metriskās sakarības četrstūrī,Metriskās sakarības četrstūrī,,https://problems.ru/view_by_subject_new.php?parent=419
otherQuadrilaterals,quadrilaterals,7,Citi četrstūri,Citi četrstūri,,https://problems.ru/view_by_subject_new.php?parent=420
parallelogramProperties,parallelograms,1,Paralelogramu īpašības un pazīmes,Paralelogramu īpašības un pazīmes,,https://problems.ru/view_by_subject_new.php?parent=631
specialParallelograms,parallelograms,2,Īpaši paralelogrami,Īpaši paralelogrami,,https://problems.ru/view_by_subject_new.php?parent=421
parallelogramDiagonalSquares,parallelograms,3,Paralelograma diagonāļu kvadrātu summa,Paralelograma diagonāļu kvadrātu summa,,https://problems.ru/view_by_subject_new.php?parent=422
varignonParallelogram,parallelograms,4,Varinjona paralelograms,Varinjona paralelograms,,https://problems.ru/view_by_subject_new.php?parent=423
otherParallelograms,parallelograms,5,Citi paralelogrami,Citi paralelogrami,,https://problems.ru/view_by_subject_new.php?parent=424
rectangleSquareProperties,specialParallelograms,1,"Taisnstūri un kvadrāti, īpašības un pazīmes","Taisnstūri un kvadrāti, īpašības un pazīmes",,https://problems.ru/view_by_subject_new.php?parent=425
rhomboidProperties,specialParallelograms,2,"Rombi, īpašības un pazīmes","Rombi, īpašības un pazīmes",,https://problems.ru/view_by_subject_new.php?parent=426
otherSpecialParallelograms,specialParallelograms,3,Citi īpaši paralelogrami,Citi īpaši paralelogrami,,https://problems.ru/view_by_subject_new.php?parent=427
midsegmentTrapezoid,trapezoids,1,Trapeces viduslīnija,Trapeces viduslīnija,,https://problems.ru/view_by_subject_new.php?parent=428
translationOfSidesOrDiagonals,trapezoids,2,Malas vai diagonāles pārnese,Malas vai diagonāles pārnese,,https://problems.ru/view_by_subject_new.php?parent=429
projectingElementsOfTrapezoid,trapezoids,3,"Trapeces pamatu, malu, virsotņu projekcijas","Trapeces pamatu, malu, virsotņu projekcijas",,https://problems.ru/view_by_subject_new.php?parent=653
ceviansInTrapezoid,trapezoids,4,Trīs taišņu krustpunkts trapecē,Trīs taišņu krustpunkts trapecē,,https://problems.ru/view_by_subject_new.php?parent=430
trapezoidBaseAngleSum90,trapezoids,5,"Trapeces, kam leņķu summa pie pamata ir 90","Trapeces, kam leņķu summa pie pamata ir 90",,https://problems.ru/view_by_subject_new.php?parent=431
trapezoidsWithSymmetry,trapezoids,6,"Vienādsānu, ievilktas un apvilktas trapeces","Vienādsānu, ievilktas un apvilktas trapeces",,https://problems.ru/view_by_subject_new.php?parent=432
otherTrapezoids,trapezoids,7,Citas trapeces,Citas trapeces,,https://problems.ru/view_by_subject_new.php?parent=433
cyclicQuadrilateralDiagonalAngle90,cyclicQuadrilateral,1,Ievilkts četrstūris ar perpendikulārām diagonālēm,Ievilkts četrstūris ar perpendikulārām diagonālēm,,https://problems.ru/view_by_subject_new.php?parent=387
ptolemyTheorem,cyclicQuadrilateral,2,Ptolemeja teorēma,Ptolemeja teorēma,,https://problems.ru/view_by_subject_new.php?parent=418
otherCyclicQuadrilateral,cyclicQuadrilateral,3,Citi ievilkti četrstūri,Citi ievilkti četrstūri,,https://problems.ru/view_by_subject_new.php?parent=1064
polygonalLinesInSpace,spatialLinesAndPlanes,1,Lauztas līnijas un daudzstūri telpā,Lauztas līnijas un daudzstūri telpā,,https://problems.ru/view_by_subject_new.php?parent=1694
skewLines,spatialLinesAndPlanes,2,"Šķērsas taisnes, leņķis starp tām","Šķērsas taisnes, leņķis starp tām",,https://problems.ru/view_by_subject_new.php?parent=712
linePlaneAngle,spatialLinesAndPlanes,3,Leņķi starp taisnēm un plaknēm,Leņķi starp taisnēm un plaknēm,,https://problems.ru/view_by_subject_new.php?parent=713
dihedralAngle,spatialLinesAndPlanes,4,Divplakņu kakts,Divplakņu kakts,,https://problems.ru/view_by_subject_new.php?parent=981
parallelLinePlane,spatialLinesAndPlanes,5,Taišņu un plakņu paralelitāte,Taišņu un plakņu paralelitāte,,https://problems.ru/view_by_subject_new.php?parent=982
perpendicularLinePlane,spatialLinesAndPlanes,6,Taišņu un plakņu perpendikularitāte,Taišņu un plakņu perpendikularitāte,,https://problems.ru/view_by_subject_new.php?parent=983
skewLinesDistance,spatialLinesAndPlanes,7,Attālums starp šķērsām taisnēm,Attālums starp šķērsām taisnēm,,https://problems.ru/view_by_subject_new.php?parent=714
pythagoreanTheoremSpace,spatialLinesAndPlanes,8,Pitagora teorēma telpā,Pitagora teorēma telpā,,https://problems.ru/view_by_subject_new.php?parent=715
otherSpatialLinesAndPlanes,spatialLinesAndPlanes,9,Citas taisnes un plaknes telpā,Citas taisnes un plaknes telpā,,https://problems.ru/view_by_subject_new.php?parent=716
perpendicularLinesInSpace,perpendicularLinePlane,1,Perpendikulāras taisnes telpā,Perpendikulāras taisnes telpā,,https://problems.ru/view_by_subject_new.php?parent=984
perpendicularPlanes,perpendicularLinePlane,2,Perpendikulāras plaknes,Perpendikulāras plaknes,,https://problems.ru/view_by_subject_new.php?parent=985
linePlanePerpendicularity,perpendicularLinePlane,3,Taisnes perpendikularitāte ar plakni,Taisnes perpendikularitāte ar plakni,,https://problems.ru/view_by_subject_new.php?parent=986
otherPerpendicularLinePlane,perpendicularLinePlane,4,Cita taišņu un plakņu perpendikularitāte,Cita taišņu un plakņu perpendikularitāte,,https://problems.ru/view_by_subject_new.php?parent=989
crossSectionProperties,sectionsNetsSkeletons,1,Šķēlumu īpašības,Šķēlumu īpašības,,https://problems.ru/view_by_subject_new.php?parent=721
crossSectionArea,sectionsNetsSkeletons,2,Šķēluma laukums,Šķēluma laukums,,https://problems.ru/view_by_subject_new.php?parent=1055
polyhedronNetProperties,sectionsNetsSkeletons,3,Izklājumu īpašības,Izklājumu īpašības,,https://problems.ru/view_by_subject_new.php?parent=722
polyhedronNetAsTool,sectionsNetsSkeletons,4,Izklājums kā palīglīdzeklis,Izklājums kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=1053
skeletonOfPolyhedron,sectionsNetsSkeletons,5,Daudzskaldņa karkass,Daudzskaldņa karkass,,https://problems.ru/view_by_subject_new.php?parent=1054
otherSectionsNetsSkeletons,sectionsNetsSkeletons,6,"Citi šķēlumi, izklājumi, karkasi","Citi šķēlumi, izklājumi, karkasi",,https://problems.ru/view_by_subject_new.php?parent=723
inequalitiesWithTrihedralAngles,trihedralPolyhedralAngles,1,Nevienādības ar trīsplakņu kaktiem,Nevienādības ar trīsplakņu kaktiem,,https://problems.ru/view_by_subject_new.php?parent=725
trihedralAngleFormedByPerpendiculars,trihedralPolyhedralAngles,2,Projekcijas taišņu veidotais kakts,Projekcijas taišņu veidotais kakts,,https://problems.ru/view_by_subject_new.php?parent=726
trihedralAngleSineCosineTheorems,trihedralPolyhedralAngles,3,Trīsplakņu kakta sinusu un kosinisu teorēmas,Trīsplakņu kakta sinusu un kosinisu teorēmas,,https://problems.ru/view_by_subject_new.php?parent=727
polyhedralAngles,trihedralPolyhedralAngles,4,Daudzplakņu kakti,Daudzplakņu kakti,,https://problems.ru/view_by_subject_new.php?parent=728
otherTrihedralPolyhedralAngles,trihedralPolyhedralAngles,5,Citi daudzplakņu kakti,Citi daudzplakņu kakti,,https://problems.ru/view_by_subject_new.php?parent=730
specialTetrahedrons,tetrahedronsAndPyramids,1,Tetraedru īpašie gadījumi,Tetraedru īpašie gadījumi,,https://problems.ru/view_by_subject_new.php?parent=732
completingTetrahedronToParallelepiped,tetrahedronsAndPyramids,2,Tetraedra papildināšana līdz paralēlskaldnim,Tetraedra papildināšana līdz paralēlskaldnim,,https://problems.ru/view_by_subject_new.php?parent=1030
insphereOfTetrahedron,tetrahedronsAndPyramids,3,Tetraedrā ievilkta sfēra,Tetraedrā ievilkta sfēra,,https://problems.ru/view_by_subject_new.php?parent=1005
circumsphereOfTetrahedron,tetrahedronsAndPyramids,4,Tetraedram apvilkta sfēra,Tetraedram apvilkta sfēra,,https://problems.ru/view_by_subject_new.php?parent=1006
midsphereOfTetrahedron,tetrahedronsAndPyramids,5,"Sfēra, kura pieskaras tetraedra šķautnēm","Sfēra, kura pieskaras tetraedra šķautnēm",,https://problems.ru/view_by_subject_new.php?parent=1045
otherTetrahedrons,tetrahedronsAndPyramids,6,Citi tetraedri,Citi tetraedri,,https://problems.ru/view_by_subject_new.php?parent=1031
pyramids,tetrahedronsAndPyramids,7,Piramīda,Piramīda,,https://problems.ru/view_by_subject_new.php?parent=733
pyramidElements,tetrahedronsAndPyramids,8,Piramīdas elementi,Piramīdas elementi,,https://problems.ru/view_by_subject_new.php?parent=995
cevaMenelausTheoremsSpace,tetrahedronsAndPyramids,9,Čevas un Menelāja teorēmas telpā,Čevas un Menelāja teorēmas telpā,,https://problems.ru/view_by_subject_new.php?parent=729
otherTetrahedronsAndPyramids,tetrahedronsAndPyramids,10,Citi tetraedru un piramīdu uzdevumi,Citi tetraedru un piramīdu uzdevumi,,https://problems.ru/view_by_subject_new.php?parent=734
regularTetrahedron,specialTetrahedrons,1,Regulārs tetraedrs,Regulārs tetraedrs,,https://problems.ru/view_by_subject_new.php?parent=955
trirectangularTetrahedron,specialTetrahedrons,2,Taisnleņķu tetraedrs,Taisnleņķu tetraedrs,,https://problems.ru/view_by_subject_new.php?parent=740
tetrahedronEqualFaces,specialTetrahedrons,3,Vienādskaldņu tetraedrs,"Vienādskaldņu tetraedrs, vienādmalu (isosceles) tetraedrs",,https://problems.ru/view_by_subject_new.php?parent=741
orthocentricTetrahedron,specialTetrahedrons,4,Ortocentrisks tetraedrs,Ortocentrisks tetraedrs,,https://problems.ru/view_by_subject_new.php?parent=742
otherSpecialTetrahedrons,specialTetrahedrons,5,Citi īpašie tetraedri,Citi īpašie tetraedri,,https://problems.ru/view_by_subject_new.php?parent=743
quadrilateralPyramid,pyramids,1,Četrstūra piramīda,Četrstūra piramīda,,https://problems.ru/view_by_subject_new.php?parent=1033
regularPyramid,pyramids,2,Regulāra piramīda,Regulāra piramīda,,https://problems.ru/view_by_subject_new.php?parent=991
truncatedPyramid,pyramids,3,Nošķelta piramīda,Nošķelta piramīda,,https://problems.ru/view_by_subject_new.php?parent=1043
insphereOfPyramid,pyramids,4,Piramīdā ievilkta sfēra,Piramīdā ievilkta sfēra,,https://problems.ru/view_by_subject_new.php?parent=992
circumsphereOfPyramid,pyramids,5,Piramīdai apvilkta sfēra,Piramīdai apvilkta sfēra,,https://problems.ru/view_by_subject_new.php?parent=993
sphereTangentToPyramidElements,pyramids,6,"Sfēra, kura pieskaras citiem piramīdas elementiem","Sfēra, kura pieskaras citiem piramīdas elementiem",,https://problems.ru/view_by_subject_new.php?parent=1044
otherPyramids,pyramids,7,Citi uzdevumi par piramīdām,Citi uzdevumi par piramīdām,,https://problems.ru/view_by_subject_new.php?parent=994
pyramidMedian,pyramidElements,1,Piramīdas mediāna,Piramīdas mediāna,,https://problems.ru/view_by_subject_new.php?parent=996
pyramidAltitude,pyramidElements,2,Piramīdas augstums,Piramīdas augstums,,https://problems.ru/view_by_subject_new.php?parent=997
pyramidApothem,pyramidElements,3,Piramīdas apotēma,Piramīdas apotēma,,https://problems.ru/view_by_subject_new.php?parent=998
pyramidBisectorPlane,pyramidElements,4,Piramīdas bisektorplakne,Piramīdas bisektorplakne,,https://problems.ru/view_by_subject_new.php?parent=999
tetrahedronBimedian,pyramidElements,5,Nogrieznis starp tetraedra šķautņu viduspunktiem,Nogrieznis starp tetraedra šķautņu viduspunktiem,,https://problems.ru/view_by_subject_new.php?parent=1032
otherPyramidElements,pyramidElements,6,Citi piramīdu elementi,Citi piramīdu elementi,,https://problems.ru/view_by_subject_new.php?parent=1000
insphereOfPrism,prisms,1,Prizmā ievilkta sfēra,Prizmā ievilkta sfēra,,https://problems.ru/view_by_subject_new.php?parent=1035
circumsphereOfPrism,prisms,2,Prizmai apvilkta sfēra,Prizmai apvilkta sfēra,,https://problems.ru/view_by_subject_new.php?parent=1036
rightPrism,prisms,3,Taisna prizma,Taisna prizma,,https://problems.ru/view_by_subject_new.php?parent=1037
regularPrism,prisms,4,Regulāra prizma,Regulāra prizma,,https://problems.ru/view_by_subject_new.php?parent=1289
otherPrisms,prisms,5,Citi uzdevumi par prizmām,Citi uzdevumi par prizmām,,https://problems.ru/view_by_subject_new.php?parent=1038
specialParallelepipeds,parallelepipeds,1,Īpaši paralēlskaldņi,Īpaši paralēlskaldņi,,https://problems.ru/view_by_subject_new.php?parent=824
otherParallelepipeds,parallelepipeds,2,Citi paralēlskaldņi,Citi paralēlskaldņi,,https://problems.ru/view_by_subject_new.php?parent=828
cubes,specialParallelepipeds,1,Kubi,Kubi,,https://problems.ru/view_by_subject_new.php?parent=825
rectangularParallelepipeds,specialParallelepipeds,2,Taisnstūra paralēlskaldņi,Taisnstūra paralēlskaldņi,,https://problems.ru/view_by_subject_new.php?parent=826
otherSpecialParallelepipeds,specialParallelepipeds,3,Citi īpaši paralēlskaldņi,Citi īpaši paralēlskaldņi,,https://problems.ru/view_by_subject_new.php?parent=827
inscribedPolyhedra,polyhedra,1,Sfērā ievilkti daudzskaldņi,Sfērā ievilkti daudzskaldņi,,https://problems.ru/view_by_subject_new.php?parent=1017
circumscribedPolyhedra,polyhedra,2,Sfērai apvilkti daudzskaldņi,Sfērai apvilkti daudzskaldņi,,https://problems.ru/view_by_subject_new.php?parent=744
eulerCharacteristicPolyhedra,polyhedra,3,Eilera formula,"Eilera formula, Eilera raksturojums",,https://problems.ru/view_by_subject_new.php?parent=745
polyhedraPaths,polyhedra,4,Daudzskaldņa apstaigāšana,Daudzskaldņa apstaigāšana,,https://problems.ru/view_by_subject_new.php?parent=1273
spatialPolygonalLines,polyhedra,5,Telpiski daudzstūri,Telpiski daudzstūri,,https://problems.ru/view_by_subject_new.php?parent=746
otherPolyhedra,polyhedra,6,Citi daudzskaldņi un daudzstūri,Citi daudzskaldņi un daudzstūri,,https://problems.ru/view_by_subject_new.php?parent=701
regularPolyhedraProperties,regularPolyhedra,1,Regulāru daudzskaldņu īpašības un definīcijas,Regulāru daudzskaldņu īpašības un definīcijas,,https://problems.ru/view_by_subject_new.php?parent=762
regularPolyhedraDuality,regularPolyhedra,2,Regulāru daudzskaldņu dualitāte un savstarpējā saistība,Regulāru daudzskaldņu dualitāte un savstarpējā saistība,,https://problems.ru/view_by_subject_new.php?parent=763
regularPolyhedraMovementGroups,regularPolyhedra,3,Regulāru daudzskaldņu kustību grupa,Regulāru daudzskaldņu kustību grupa,,https://problems.ru/view_by_subject_new.php?parent=765
otherRegularPolyhedra,regularPolyhedra,4,Citi regulāri daudzskaldņi,Citi regulāri daudzskaldņi,,https://problems.ru/view_by_subject_new.php?parent=766
intersectingSpheres,sphere,1,Krustojošas sfēras,Krustojošas sfēras,,https://problems.ru/view_by_subject_new.php?parent=1700
tangentsToSpheres,sphere,2,Sfēru pieskares,Sfēru pieskares,,https://problems.ru/view_by_subject_new.php?parent=748
touchingSpheres,sphere,3,Sfēru pieskaršanās,Sfēru pieskaršanās,,https://problems.ru/view_by_subject_new.php?parent=1013
sphereInscribedInDihedralAngle,sphere,4,Divplakņu kaktā ievilkta sfēra,Divplakņu kaktā ievilkta sfēra,,https://problems.ru/view_by_subject_new.php?parent=1011
sphereInscribedInTrihedralAngle,sphere,5,Trīsplakņu kaktā ievilkta sfēra,Trīsplakņu kaktā ievilkta sfēra,,https://problems.ru/view_by_subject_new.php?parent=1012
sphereInscribedInPolyhedralAngle,sphere,6,Daudzplakņu kaktā ievilkta sfēra,Daudzplakņu kaktā ievilkta sfēra,,https://problems.ru/view_by_subject_new.php?parent=1693
sphereTouchingAngleRays,sphere,7,"Sfēra, kas pieskaras kakta šķautnēm","Sfēra, kas pieskaras kakta šķautnēm",,https://problems.ru/view_by_subject_new.php?parent=1041
circlesOnSphere,sphere,8,Riņķa līnijas uz sfēras,Riņķa līnijas uz sfēras,,https://problems.ru/view_by_subject_new.php?parent=749
radicalPlaneOfTwoSpheres,sphere,9,Radikālā plakne,Radikālā plakne divām sfērām,,https://problems.ru/view_by_subject_new.php?parent=751
sphericGeometryAndSolidAngles,sphere,10,Sfēriskā ģeometrija un telpas leņķi,Sfēriskā ģeometrija un telpas leņķi,,https://problems.ru/view_by_subject_new.php?parent=752
otherSpheres,sphere,11,Citas sfēras,Citas sfēras,,https://problems.ru/view_by_subject_new.php?parent=753
sphereAndItsParts,solidsOfRevolution,1,Lode un tās daļas,Lode un tās daļas,,https://problems.ru/view_by_subject_new.php?parent=1026
cylinder,solidsOfRevolution,2,Cilindrs,Cilindrs,,https://problems.ru/view_by_subject_new.php?parent=1027
cone,solidsOfRevolution,3,Konuss,Konuss,,https://problems.ru/view_by_subject_new.php?parent=1028
variousSolidsOfRevolution,solidsOfRevolution,4,Dažādi rotācijas ķermeņi,Dažādi rotācijas ķermeņi,,https://problems.ru/view_by_subject_new.php?parent=1040
otherRoundShapes,solidsOfRevolution,5,Citas apaļas figūras,Citi apaļi ķermeņi,,https://problems.ru/view_by_subject_new.php?parent=1029
coneOther,cone,1,Citi konusi,Citi konusi,,https://problems.ru/view_by_subject_new.php?parent=1301
volumeOfTetrahedronAndPyramid,volume,1,Tetraedra un piramīdas tilpums,Tetraedra un piramīdas tilpums,,https://problems.ru/view_by_subject_new.php?parent=754
volumeOfPrism,volume,2,Prizmas tilpums,Prizmas tilpums,,https://problems.ru/view_by_subject_new.php?parent=1014
volumeOfParallelepiped,volume,3,Paralēlskaldņa tilpums,Paralēlskaldņa tilpums,,https://problems.ru/view_by_subject_new.php?parent=1015
volumeOfPolyhedron,volume,4,Daudzskaldņu tilpums,Daudzskaldņu tilpums,,https://problems.ru/view_by_subject_new.php?parent=755
volumeOfSphereAndSegment,volume,5,Lodes un segmenta tilpums,Lodes un segmenta tilpums,,https://problems.ru/view_by_subject_new.php?parent=756
volumeOfRoundShapes,volume,6,Apaļu figūru tilpums,Apaļu figūru tilpums,,https://problems.ru/view_by_subject_new.php?parent=757
volumeRatio,volume,7,Tilpumu attiecība,Tilpumu attiecība,,https://problems.ru/view_by_subject_new.php?parent=759
volumeComputation,volume,8,Tilpumu aprēķināšana,Tilpumu aprēķināšana,,https://problems.ru/view_by_subject_new.php?parent=1034
sumOfComponentVolumes,volume,9,Ķermeņa tilpums ir tā sastāvdaļu tilpumu summa,Ķermeņa tilpums ir tā sastāvdaļu tilpumu summa,,https://problems.ru/view_by_subject_new.php?parent=1016
volumeAsTool,volume,10,Tilpums kā palīglīdzeklis,Tilpums kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=758
otherVolume,volume,11,Citi uzdevumi par tilpumu,Citi uzdevumi par tilpumu,,https://problems.ru/view_by_subject_new.php?parent=760
lateralAreaOfPyramid,surfaceArea,1,Tetraedra un piramīdas sānu virsma,Tetraedra un piramīdas sānu virsma,,https://problems.ru/view_by_subject_new.php?parent=1019
lateralAreaOfPrism,surfaceArea,2,Prizmas sānu virsma,Prizmas sānu virsma,,https://problems.ru/view_by_subject_new.php?parent=1020
lateralAreaOfParallelepiped,surfaceArea,3,Paralēlskaldņa sānu virsma,Paralēlskaldņa sānu virsma,,https://problems.ru/view_by_subject_new.php?parent=1021
surfaceAreaOfSphereAndParts,surfaceArea,4,Sfēras un tās daļu virsmas laukums,Sfēras un tās daļu virsmas laukums,,https://problems.ru/view_by_subject_new.php?parent=1025
surfaceAreaOfRoundShapes,surfaceArea,5,Apaļu figūru virsmas laukums,Apaļu figūru virsmas laukums,,https://problems.ru/view_by_subject_new.php?parent=1023
otherSurfaceArea,surfaceArea,6,Cits virsmas laukums,Cits virsmas laukums,,https://problems.ru/view_by_subject_new.php?parent=1024
spatialProjections,spatialTransforms,1,Telpiskā projicēšana,Telpiskā projicēšana,,https://problems.ru/view_by_subject_new.php?parent=974
spatialMotions,spatialTransforms,2,Telpisku figūru kustības,Telpisku figūru kustības,,https://problems.ru/view_by_subject_new.php?parent=767
spatialHomothety,spatialTransforms,3,Telpisku figūru homotētija,Telpisku figūru homotētija,,https://problems.ru/view_by_subject_new.php?parent=768
spatialSimilarity,spatialTransforms,4,Telpisku figūru līdzība,Telpisku figūru līdzība,,https://problems.ru/view_by_subject_new.php?parent=769
inversionAndStereographicProjection,spatialTransforms,5,Inversija un stereogrāfiskā projekcija,Inversija un stereogrāfiskā projekcija,,https://problems.ru/view_by_subject_new.php?parent=770
centralProjection,spatialProjections,1,Centrālā projekcija,Centrālā projekcija,,https://problems.ru/view_by_subject_new.php?parent=975
parallelProjection,spatialProjections,2,Paralēlā projekcija,Paralēlā projekcija,,https://problems.ru/view_by_subject_new.php?parent=976
projectionAsTool,spatialProjections,3,Projicēšana kā palīglīdzeklis,Projicēšana kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=977
otherProjection,spatialProjections,4,Cita projicēšana,Cita projicēšana,,https://problems.ru/view_by_subject_new.php?parent=978
spatialTranslation,spatialMotions,1,Paralēlā pārnese telpā,Paralēlā pārnese telpā,,https://problems.ru/view_by_subject_new.php?parent=772
spatialPointReflection,spatialMotions,2,Centrālā simetrija telpā,Centrālā simetrija telpā,,https://problems.ru/view_by_subject_new.php?parent=1039
reflectionAboutPlane,spatialMotions,3,Simetrija pret plakni,Simetrija pret plakni,,https://problems.ru/view_by_subject_new.php?parent=773
rotationAndScrewMotion,spatialMotions,4,Pagrieziens un skrūves kustība,Pagrieziens un skrūves kustība,,https://problems.ru/view_by_subject_new.php?parent=774
compositionOfMotions,spatialMotions,5,Kustību kompozīcijas,Kustību kompozīcijas,,https://problems.ru/view_by_subject_new.php?parent=775
motionAsTool,spatialMotions,6,Kustība kā palīglīdzeklis,Kustība kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=776
spatialHomothetyAsTool,spatialHomothety,1,Telpiskā homotētija kā palīglīdzeklis,Telpiskā homotētija kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=1283
spatialHomothetyProperties,spatialHomothety,2,Telpiskās homotētijas īpašības,Telpiskās homotētijas un tās centra īpašības,,https://problems.ru/view_by_subject_new.php?parent=1284
otherSpatialHomothety,spatialHomothety,3,Cita telpiskā homotētija,Cita telpiskā homotētija,,https://problems.ru/view_by_subject_new.php?parent=1285
stereographicProjection,inversionAndStereographicProjection,1,Stereogrāfiskā projekcija,Stereogrāfiskā projekcija,,https://problems.ru/view_by_subject_new.php?parent=780
touchingSpheresAndInversion,inversionAndStereographicProjection,2,Pieskarošās sfēras un inversija,Pieskarošās sfēras un inversija,,https://problems.ru/view_by_subject_new.php?parent=781
spatialInversionAsTool,inversionAndStereographicProjection,3,Telpiskā inversija kā palīglīdzeklis,Telpiskā inversija kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=782
vectorLinearDependences,spatialVectors,1,Vektoru lineāras atkarības,Vektoru lineāras atkarības,,https://problems.ru/view_by_subject_new.php?parent=735
scalarProductInSpace,spatialVectors,2,Skalārais reizinājums,Skalārais reizinājums,,https://problems.ru/view_by_subject_new.php?parent=736
vectorProduct,spatialVectors,3,Vektoriālais reizinājums,Vektoriālais reizinājums,,https://problems.ru/view_by_subject_new.php?parent=737
spatialVectorsAsTool,spatialVectors,4,Vektori kā palīglīdzeklis,Vektori kā palīglīdzeklis,,https://problems.ru/view_by_subject_new.php?parent=1003
otherSpatialVectors,spatialVectors,5,Citi vektori,Citi vektori,,https://problems.ru/view_by_subject_new.php?parent=738
spatialPerpendicularAndOblique,spatialInequalities,1,Perpendikulārs un slīpne telpā,Perpendikulārs un slīpne telpā,,https://problems.ru/view_by_subject_new.php?parent=1008
spatialLengthsAndPerimeters,spatialInequalities,2,Garumi un perimetri telpā,Garumi un perimetri telpā,,https://problems.ru/view_by_subject_new.php?parent=788
spatialAngleInequalities,spatialInequalities,3,Leņķu nevienādības telpā,Leņķu nevienādības telpā,,https://problems.ru/view_by_subject_new.php?parent=789
spatialAreaInequalities,spatialInequalities,4,Laukumu nevienādības telpā,Laukumu nevienādības telpā,,https://problems.ru/view_by_subject_new.php?parent=790
volumeInequalities,spatialInequalities,5,Tilpumu nevienādības,Tilpumu nevienādības,,https://problems.ru/view_by_subject_new.php?parent=791
otherSpatialInequalities,spatialInequalities,6,Citas stereometrijas nevienādības,Citas stereometrijas nevienādības,,https://problems.ru/view_by_subject_new.php?parent=792
